label_name,category
Nuclei campi perizonalis,soft tissue structure – musculoskeletal system
Zona incerta,soft tissue structure – musculoskeletal system
Subthalamus,soft tissue structure – musculoskeletal system
Nucleus subthalamicus,soft tissue structure – musculoskeletal system
Area preoptica Area praeoptica Preoptic area Preoptic area,soft tissue structure – musculoskeletal system
Nucleus preopticus periventricularis Nucleus praeopticus periventricularis Periventricular preoptic nucleus,soft tissue structure – musculoskeletal system
Nucleus preopticus medialis Nucleus praeopticus medialis Medial preoptic nucleus,direction – general anatomy
Nucleus preopticus lateralis Nucleus praeopticus lateralis Lateral preoptic nucleus,direction – general anatomy
Hypothalamus,soft tissue structure – musculoskeletal system
Zona hypothalamica periventricularis,soft tissue structure – musculoskeletal system
Zona hypothalamica medialis,direction – general anatomy
Zona hypothalamica lateralis,direction – general anatomy
Nucleus periventricularis anterior hypothalami,direction – general anatomy
Nucleus suprachiasmaticus,soft tissue structure – musculoskeletal system
Nucleus supraopticus,soft tissue structure – musculoskeletal system
Nucleus paraventricularis hypothalami,soft tissue structure – musculoskeletal system
Pars anterior areae hypothalamicae lateralis,direction – general anatomy
Nucleus periventricularis posterior hypothalami,direction – general anatomy
Nucleus arcuatus hypothalami Nucleus infundibularis,soft tissue structure – musculoskeletal system
Nucleus perifornicalis,soft tissue structure – musculoskeletal system
Nucleus dorsomedialis hypothalami,direction – general anatomy
Nucleus ventromedialis hypothalami,direction – general anatomy
Pars tuberalis areae hypothalamicae lateralis,direction – general anatomy
Nucleus mamillaris medialis Nucleus mammillaris medialis,direction – general anatomy
Nucleus mamillaris lateralis Nucleus mammillaris lateralis,direction – general anatomy
Nucleus tuberomamillaris,soft tissue structure – musculoskeletal system
Nucleus tuberalis lateralis,direction – general anatomy
Pars posterior areae hypothalamicae lateralis Pars posterior areae lateralis hypothalami,direction – general anatomy
Area hypothalamica dorsalis,soft tissue structure – musculoskeletal system
Nucleus posterior hypothalami,direction – general anatomy
Nuclei pretectales,soft tissue structure – musculoskeletal system
Nucleus commissurae posterioris,direction – general anatomy
Nuclei accessorii tractus optici,soft tissue structure – musculoskeletal system
Tegmentum prerubrale Tegmentum praerubrale Prerubral tegmentum Prerubral tegmentum,soft tissue structure – musculoskeletal system
Nucleus interstitialis,soft tissue structure – musculoskeletal system
Nucleus ellipticus,soft tissue structure – musculoskeletal system
Substantia alba diencephali,soft tissue structure – musculoskeletal system
Stria medullaris thalami,soft tissue structure – musculoskeletal system
Commissura habenularum,soft tissue structure – musculoskeletal system
Commissura posterior,direction – general anatomy
Tractus habenulointerpeduncularis Fasciculus retroflexus Habenulo-interpeduncular tract Habenulointerpeduncular tract,soft tissue structure – musculoskeletal system
Ansa lenticularis,soft tissue structure – musculoskeletal system
Fasciculus lenticularis,soft tissue structure – musculoskeletal system
Ansa peduncularis,soft tissue structure – musculoskeletal system
Fasciculus peduncularis,soft tissue structure – musculoskeletal system
Fasciculus subthalamicus,soft tissue structure – musculoskeletal system
Fasciculus thalamicus,soft tissue structure – musculoskeletal system
Fasciculus mamillothalamicus,soft tissue structure – musculoskeletal system
Fasciculus mamillotegmentalis,soft tissue structure – musculoskeletal system
Commissurae supraopticae,soft tissue structure – musculoskeletal system
Commissura supraoptica dorsalis,soft tissue structure – musculoskeletal system
Commissura supraoptica ventralis,soft tissue structure – musculoskeletal system
Fibrae periventriculares thalami,soft tissue structure – musculoskeletal system
Fibrae periventriculares hypothalami,soft tissue structure – musculoskeletal system
Fasciculus medialis telencephali Fasciculus telencephalicus medialis Medial forebrain bundle Medial forebrain bundle,direction – general anatomy
Tractus hypothalamohypophysialis,soft tissue structure – musculoskeletal system
Tractus supraopticohypophysialis Fibrae supraopticae tractus hypothalamohypophysialis,soft tissue structure – musculoskeletal system
Tractus paraventriculohypophysialis Fibrae paraventriculares tractus hypothalamohypophysialis,soft tissue structure – musculoskeletal system
Tractus retinohypothalamicus,soft tissue structure – musculoskeletal system
Ventriculus tertius,soft tissue structure – musculoskeletal system
Recessus suprapinealis,soft tissue structure – musculoskeletal system
Recessus pinealis,soft tissue structure – musculoskeletal system
Recessus infundibuli Recessus infundibularis Infundibular recess Infundibular recess,soft tissue structure – musculoskeletal system
Recessus supraopticus,soft tissue structure – musculoskeletal system
Apertura superior aquaeductus mesencephali,direction – general anatomy
Parietes ventriculi tertii,soft tissue structure – musculoskeletal system
Lamina terminalis,soft tissue structure – musculoskeletal system
Tuberculum anterius thalami,soft tissue structure – musculoskeletal system
Sulcus hypothalamicus,soft tissue structure – musculoskeletal system
Organa periventricularia ventriculi tertii,soft tissue structure – musculoskeletal system
Organum vasculosum laminae terminalis,soft tissue structure – musculoskeletal system
Organum subfornicale,soft tissue structure – musculoskeletal system
Organum subcommissurale,soft tissue structure – musculoskeletal system
Eminentia mediana,soft tissue structure – musculoskeletal system
Taenia thalami,soft tissue structure – musculoskeletal system
CEREBELLUM,soft tissue structure – musculoskeletal system
Arbor vitae Arbor vitae cerebelli Arbor vitae Arbor vitae,soft tissue structure – musculoskeletal system
Fissurae cerebelli,soft tissue structure – musculoskeletal system
Folia cerebelli,soft tissue structure – musculoskeletal system
Corpus cerebelli,organ – cardiovascular system
Lobus anterior cerebelli Lobus cerebelli anterior,direction – general anatomy
Lobus posterior cerebelli Lobus cerebelli posterior,direction – general anatomy
Fissura horizontalis,soft tissue structure – musculoskeletal system
Fissura secunda,soft tissue structure – musculoskeletal system
Lobus flocculonodularis,soft tissue structure – musculoskeletal system
Vallecula cerebelli,soft tissue structure – musculoskeletal system
Pontocerebellum,soft tissue structure – musculoskeletal system
Spinocerebellum,soft tissue structure – musculoskeletal system
Vestibulocerebellum,soft tissue structure – musculoskeletal system
Hemisphaerium cerebelli Hemispherium cerebelli Hemisphere of cerebellum Hemisphere of cerebellum,soft tissue structure – musculoskeletal system
Ala lobuli centralis,soft tissue structure – musculoskeletal system
Lobulus II hemisphaerii cerebelli,soft tissue structure – musculoskeletal system
Lobulus III hemisphaerii cerebelli,soft tissue structure – musculoskeletal system
Lobulus quadrangularis anterior,direction – general anatomy
Lobulus IV hemisphaerii cerebelli,soft tissue structure – musculoskeletal system
Lobulus V hemisphaerii cerebelli,soft tissue structure – musculoskeletal system
Lobulus semilunaris superior Crus I lobuli ansiformis,direction – general anatomy
Lobulus semilunaris inferior Crus II lobuli ansiformis,direction – general anatomy
Vermis cerebelli,soft tissue structure – musculoskeletal system
Lingula cerebelli Lobulus I vermis Lingula of cerebellum Lingula of cerebellum Lobule I of vermis,soft tissue structure – musculoskeletal system
Lobulus centralis vermis,soft tissue structure – musculoskeletal system
Lobulus II vermis,soft tissue structure – musculoskeletal system
Lobulus III vermis,soft tissue structure – musculoskeletal system
Culmen,soft tissue structure – musculoskeletal system
Lobulus IV vermis,soft tissue structure – musculoskeletal system
Lobulus V vermis,soft tissue structure – musculoskeletal system
Declive Lobulus VI vermis Declive Declive Lobule VI of vermis,soft tissue structure – musculoskeletal system
Folium vermis Lobulus VIIA vermis Folium of vermis Folium of vermis Lobule VIIA of vermis,soft tissue structure – musculoskeletal system
Tuber vermis Lobulus VIIB vermis Tuber of vermis Tuber of vermis Lobule VIIB of vermis,soft tissue structure – musculoskeletal system
Pyramis vermis Lobulus VIII vermis Pyramis of vermis Pyramis of vermis Lobule VIII of vermis,soft tissue structure – musculoskeletal system
Uvula vermis Lobulus IX vermis Uvula of vermis Uvula of vermis Lobule IX of vermis,soft tissue structure – musculoskeletal system
Nodulus vermis Lobulus X vermis Nodule of vermis Nodule of vermis Lobule X of vermis,soft tissue structure – musculoskeletal system
Substantia grisea cerebelli,soft tissue structure – musculoskeletal system
Cortex cerebelli,organ – cardiovascular system
Nuclei cerebelli,soft tissue structure – musculoskeletal system
Nucleus dentatus Nucleus lateralis cerebelli,direction – general anatomy
Hilum nuclei dentati,soft tissue structure – musculoskeletal system
Nucleus emboliformis Nucleus interpositus anterior,direction – general anatomy
Nucleus globosus Nucleus interpositus posterior,direction – general anatomy
Nucleus fastigii Nucleus medialis cerebelli,direction – general anatomy
Laminae albae cerebelli,soft tissue structure – musculoskeletal system
Commissura cerebelli,soft tissue structure – musculoskeletal system
Pedunculus flocculi,soft tissue structure – musculoskeletal system
Pedunculi cerebellares,soft tissue structure – musculoskeletal system
Pedunculus cerebellaris superior,direction – general anatomy
Tractus dentatothalamicus,soft tissue structure – musculoskeletal system
Pedunculus cerebellaris medius,soft tissue structure – musculoskeletal system
Fibrae pontocerebellares,soft tissue structure – musculoskeletal system
Pedunculus cerebellaris inferior,direction – general anatomy
Corpus restiformis,organ – cardiovascular system
Fibrae cuneocerebellares,soft tissue structure – musculoskeletal system
Tractus olivocerebellaris,soft tissue structure – musculoskeletal system
Corpus juxtarestiformis,organ – cardiovascular system
Fasciculus uncinatus cerebelli,soft tissue structure – musculoskeletal system
TRUNCUS ENCEPHALI Truncus encephalicus BRAINSTEM BRAINSTEM,soft tissue structure – musculoskeletal system
Nuclei nervorum craniales,soft tissue structure – musculoskeletal system
Nucleus originis nervi cranialis Nucleus motorius nervi cranialis,soft tissue structure – musculoskeletal system
Nucleus terminationis nervi cranialis Nucleus sensorius nervi cranialis,soft tissue structure – musculoskeletal system
Substantia alba trunci encephali,soft tissue structure – musculoskeletal system
Lemniscus medialis,direction – general anatomy
Tractus trigeminothalamicus anterior Tractus trigeminothalamicus ventralis,direction – general anatomy
Tractus trigeminothalamicus poterior Tractus trigeminothalamicus dorsalis,soft tissue structure – musculoskeletal system
Lemniscus spinalis,soft tissue structure – musculoskeletal system
Lemniscus lateralis,direction – general anatomy
Fasciculus longitudinalis medialis,direction – general anatomy
Fasciculus longitudinalis posterior,direction – general anatomy
Tractus tegmentalis centralis,soft tissue structure – musculoskeletal system
Tractus rubroolivaris Fibrae rubroolivaris tractus tegmentalis centralis,soft tissue structure – musculoskeletal system
Tractus cerebelloolivaris,soft tissue structure – musculoskeletal system
Tractus spinalis nervi trigemini,soft tissue structure – musculoskeletal system
Tractus mesencephalicus nervi trigemini,soft tissue structure – musculoskeletal system
Mesencephalon,soft tissue structure – musculoskeletal system
Fossa interpeduncularis,soft tissue structure – musculoskeletal system
Substantia perforata posterior,direction – general anatomy
Sulcus lateralis mesencephali,direction – general anatomy
Pedunculus cerebri,soft tissue structure – musculoskeletal system
Basis pedunculi Pars anterior pedunculi cerebri Base of peduncle Base of peduncle,direction – general anatomy
Crus cerebri,soft tissue structure – musculoskeletal system
Substantia nigra,soft tissue structure – musculoskeletal system
Pars compacta substantiae nigrae,soft tissue structure – musculoskeletal system
Pars reticularis substantiae nigrae,soft tissue structure – musculoskeletal system
Pars lateralis substantiae nigrae,direction – general anatomy
Substantia grisea tegmenti mesencephali,soft tissue structure – musculoskeletal system
Nucleus mesencephalicus nervi trigemini Nucleus tractus mesencepahlici nervi trigemini,soft tissue structure – musculoskeletal system
Nucleus brachii colliculi inferioris,direction – general anatomy
Nucleus parabigeminalis,soft tissue structure – musculoskeletal system
Nucleus nervi trochlearis,soft tissue structure – musculoskeletal system
Complexus oculomotorius,soft tissue structure – musculoskeletal system
Nucleus nervi oculomotorius Nucleus principalis nervi oculomotorius,soft tissue structure – musculoskeletal system
Nucleus accessorius nervi oculomotorii,soft tissue structure – musculoskeletal system
Nucleus tegmentalis posterolateralis Nucleus tegmentalis dorsolateralis,direction – general anatomy
Nucleus tegmentalis pedunculopontinus,soft tissue structure – musculoskeletal system
Nuclei areae tegmentalis anterioris Nuclei areae tegmentalis ventralis,direction – general anatomy
Nucleus interpeduncularis,soft tissue structure – musculoskeletal system
Nucleus ruber,soft tissue structure – musculoskeletal system
Formatio reticularis mesencephali,soft tissue structure – musculoskeletal system
Nucleus cuneiformis,soft tissue structure – musculoskeletal system
Nucleus subcuneiformis,soft tissue structure – musculoskeletal system
Nucleus intracuneiformis,soft tissue structure – musculoskeletal system
Substantia alba tegmenti mesencephali,soft tissue structure – musculoskeletal system
Decussatio pedunculorum cerebellarium superiorum,direction – general anatomy
Decussationes tegmenti,soft tissue structure – musculoskeletal system
Decussatio tegmentalis anterior,direction – general anatomy
Decussatio tegmentalis posterior,direction – general anatomy
Structurae centrales mesencephali,soft tissue structure – musculoskeletal system
Colliculus superior,direction – general anatomy
Strata colliculus superioris,direction – general anatomy
Brachium colliculi superioris,direction – general anatomy
Commissura colliculorum superiorum,direction – general anatomy
Colliculus inferior,direction – general anatomy
Nuclei colliculi inferioris,direction – general anatomy
Brachium colliculi inferioris,direction – general anatomy
Commissura colliculorum inferiorum,direction – general anatomy
Pons,soft tissue structure – musculoskeletal system
Angulus pontocerebellaris,soft tissue structure – musculoskeletal system
Sulcus basilaris,soft tissue structure – musculoskeletal system
Sulcus bulbopontinus,soft tissue structure – musculoskeletal system
Pars basilaris pontis Pars ventralis pontis Basilar part of pons Basilar part of pons,soft tissue structure – musculoskeletal system
Nuclei pontis,soft tissue structure – musculoskeletal system
Fibrae longitudinales pontis ,soft tissue structure – musculoskeletal system
Fibrae pontis longitudinales ,soft tissue structure – musculoskeletal system
Longitudinal pontine fibres ,soft tissue structure – musculoskeletal system
Longitudinal pontine fibers,soft tissue structure – musculoskeletal system
Fibrae transversae pontis ,soft tissue structure – musculoskeletal system
Fibrae pontis transversae ,soft tissue structure – musculoskeletal system
Transverse pontine fibres ,soft tissue structure – musculoskeletal system
Transverse pontine fibers,soft tissue structure – musculoskeletal system
Tegmentum pontis ,soft tissue structure – musculoskeletal system
Pars dorsalis pontis ,soft tissue structure – musculoskeletal system
Tegmentum of pons ,soft tissue structure – musculoskeletal system
Tegmentum of pons Pontine tegmentum,soft tissue structure – musculoskeletal system
Substantia grisea tegmenti pontis,soft tissue structure – musculoskeletal system
Pars oralis nuclei spinalis nervi trigeminalis Subnucleus oralis,soft tissue structure – musculoskeletal system
Nucleus sensorius principalis nervi trigemini Nucleus principalis nervi trigemini,soft tissue structure – musculoskeletal system
Nuclei vestibulares,soft tissue structure – musculoskeletal system
Nucleus vestibularis superior,direction – general anatomy
Nucleus vestibularis lateralis,direction – general anatomy
Nuclei corporis trapezoidei,organ – cardiovascular system
Nucleus olivaris superior,direction – general anatomy
Nuclei lemnisci lateralis,direction – general anatomy
Nucleus nervi facialis,soft tissue structure – musculoskeletal system
Nucleus motorius nervi trigemini,soft tissue structure – musculoskeletal system
Nucleus nervi abducentis,soft tissue structure – musculoskeletal system
Nucleus salivatorius superior,direction – general anatomy
Nucleus lacrimalis,soft tissue structure – musculoskeletal system
Nucleus caeruleus,soft tissue structure – musculoskeletal system
Nuclei parabrachiales,soft tissue structure – musculoskeletal system
Substantia grisea centralis pontis,soft tissue structure – musculoskeletal system
Nucleus tegmentalis posterior Nucleus tegmentalis dorsalis,direction – general anatomy
Formatio reticularis pontis,soft tissue structure – musculoskeletal system
Nucleus reticularis caudalis pontis,soft tissue structure – musculoskeletal system
Nucleus reticularis rostralis pontis Nucleus reticularis oralis pontis,soft tissue structure – musculoskeletal system
Nucleus tegmentalis anterior,direction – general anatomy
Nucleus reticularis tegmenti pontis,soft tissue structure – musculoskeletal system
Substantia alba tegmenti pontis,soft tissue structure – musculoskeletal system
Raphe pontis,soft tissue structure – musculoskeletal system
Nuclei raphes pontis,soft tissue structure – musculoskeletal system
Nucleus raphes medianus,soft tissue structure – musculoskeletal system
Nucleus raphes posterior Nuclei raphes dorsalis,direction – general anatomy
Nucleus supragenualis,soft tissue structure – musculoskeletal system
Genu fibrarum nervi facialis Genu nervi facialis,soft tissue structure – musculoskeletal system
Corpus trapezoideum,organ – cardiovascular system
Tractus olivocochlearis,soft tissue structure – musculoskeletal system
Stria cochlearis anterior,direction – general anatomy
Stria cochlearis intermedia,soft tissue structure – musculoskeletal system
Stria cochlearis posterior,direction – general anatomy
Commissura cochlearis pontis,soft tissue structure – musculoskeletal system
Ventriculus quartus,soft tissue structure – musculoskeletal system
Apertura inferior aquaeductus mesencephali,direction – general anatomy
Recessus lateralis ventriculi quarti,direction – general anatomy
Apertura lateralis ventriculi quarti,direction – general anatomy
Apertura mediana ventriculi quarti,soft tissue structure – musculoskeletal system
Fossa rhomboidea,soft tissue structure – musculoskeletal system
Sulcus medianus fossae rhomboideae,soft tissue structure – musculoskeletal system
Sulcus limitans,soft tissue structure – musculoskeletal system
Tegmen ventriculi quarti,soft tissue structure – musculoskeletal system
Fastigium,soft tissue structure – musculoskeletal system
Velum medullare superius,soft tissue structure – musculoskeletal system
Frenulum veli medullaris superioris,organ – urinary system
Velum medullare inferius,soft tissue structure – musculoskeletal system
Obex,soft tissue structure – musculoskeletal system
Fissura mediana anterior medullae oblongatae,direction – general anatomy
Pyramis medullae oblongatae Pyramis bulbi Pyramid of medulla oblongata Pyramid of medulla oblongata,soft tissue structure – musculoskeletal system
Funiculus lateralis medullae oblongatae,direction – general anatomy
Oliva,soft tissue structure – musculoskeletal system
Sulcus retroolivaris,soft tissue structure – musculoskeletal system
Tuberculum trigeminale,soft tissue structure – musculoskeletal system
Tuberculum cuneatum Tuberculum nuclei cuneati ,soft tissue structure – musculoskeletal system
Cuneate tubercle Cuneate tubercle,soft tissue structure – musculoskeletal system
Tuberculum gracile Tuberculum nuclei gracilis ,soft tissue structure – musculoskeletal system
Gracile tubercle Gracile tubercle,soft tissue structure – musculoskeletal system
Sulcus medianus posterior medullae oblongatae,direction – general anatomy
Substantia grisea medullae oblongatae,soft tissue structure – musculoskeletal system
Nucleus gracilis,soft tissue structure – musculoskeletal system
Nucleus cuneatus,soft tissue structure – musculoskeletal system
Nucleus spinalis nervi trigemini,soft tissue structure – musculoskeletal system
Pars caudalis nuclei spinalis nervi trigeminalis Subnucleus caudalis,soft tissue structure – musculoskeletal system
Pars interpolaris nuclei spinalis nervi trigeminalis Subnucleus interpolaris,soft tissue structure – musculoskeletal system
Nucleus vestibularis medialis,direction – general anatomy
Nucleus vestibularis inferior,direction – general anatomy
Nucleus cochlearis anterior,direction – general anatomy
Nucleus cochlearis posterior,direction – general anatomy
Nucleus tractus solitarii,soft tissue structure – musculoskeletal system
Area postrema,soft tissue structure – musculoskeletal system
Nucleus nervi hypoglossi,soft tissue structure – musculoskeletal system
Nucleus ambiguus,soft tissue structure – musculoskeletal system
Nucleus retrofacialis,soft tissue structure – musculoskeletal system
Nucleus salivatorius inferior,direction – general anatomy
Nucleus retroambiguus,soft tissue structure – musculoskeletal system
Nucleus arcuatus medullae oblongatae,soft tissue structure – musculoskeletal system
Nuclei perihypoglossales,soft tissue structure – musculoskeletal system
Nucleus subhypoglossalis,soft tissue structure – musculoskeletal system
Nucleus intercalatus,soft tissue structure – musculoskeletal system
Nucleus prepositus Nucleus praepositus,soft tissue structure – musculoskeletal system
Complexus olivaris inferior Nuclei olivares inferiores Inferior olivary complex Inferior olivary complex,direction – general anatomy
Nucleus olivaris inferior principalis Nucleus olivaris inferior,direction – general anatomy
Hilum nuclei olivaris inferioris,direction – general anatomy
Nucleus olivaris accessorius posterior Nucleus olivaris accessorius dorsalis,direction – general anatomy
Nucleus olivaris accessorius medialis,direction – general anatomy
Formatio reticularis medullae oblongatae,soft tissue structure – musculoskeletal system
Nucleus reticularis centralis,soft tissue structure – musculoskeletal system
Nucleus gigantocellularis,soft tissue structure – musculoskeletal system
Nucleus paragigantocellularis lateralis,direction – general anatomy
Nucleus reticularis parvocellularis,soft tissue structure – musculoskeletal system
Nucleus reticularis lateralis,direction – general anatomy
Substantia alba medullae oblongatae,soft tissue structure – musculoskeletal system
Raphe medullae oblongatae,soft tissue structure – musculoskeletal system
Nuclei raphes medullae oblongatae,soft tissue structure – musculoskeletal system
Nucleus pallidus raphes Nucleus raphes pallidus,soft tissue structure – musculoskeletal system
Nucleus obscurus raphes Nucleus raphes obscurus,soft tissue structure – musculoskeletal system
Nucleus magnus raphes Nucleus raphes magnus,soft tissue structure – musculoskeletal system
Nucleus paramedianus posterior Nucleus paramedianus dorsalis,direction – general anatomy
Decussatio pyramidum,soft tissue structure – musculoskeletal system
Fibrae arcuatae internae,soft tissue structure – musculoskeletal system
Fibrae arcuatae externae anteriores,direction – general anatomy
Fibrae arcuatae externae posteriores,direction – general anatomy
Striae medullares ventriculi quarti,soft tissue structure – musculoskeletal system
Amiculum olivare,soft tissue structure – musculoskeletal system
Tractus solitarius,soft tissue structure – musculoskeletal system
Medulla spinalis,soft tissue structure – musculoskeletal system
Intumescentia cervicalis,soft tissue structure – musculoskeletal system
Intumescentia lumbosacralis,soft tissue structure – musculoskeletal system
Conus medullaris,soft tissue structure – musculoskeletal system
Fissura mediana anterior medullae spinalis,direction – general anatomy
Sulcus intermedius posterior medullae spinalis,direction – general anatomy
Sulcus medianus posterior medullae spinalis,direction – general anatomy
Caput cornus posterioris Caput columnae posterioris,organ – cardiovascular system
Substantia gelatinosa,soft tissue structure – musculoskeletal system
Nucleus proprius,soft tissue structure – musculoskeletal system
Cervix cornus posterioris Cervix columnae posterioris,organ – cardiovascular system
Basis cornus posterioris,organ – cardiovascular system
Processus reticularis spinalis Formatio reticularis spinalis,soft tissue structure – musculoskeletal system
Zona intermedia medullae spinalis Columna grisea intermedia Intermediate zone of spinal cord Intermediate zone of spinal cord,organ – cardiovascular system
Substantia intermedia centralis,soft tissue structure – musculoskeletal system
Nucleus thoracicus posterior,direction – general anatomy
Substantia intermedia lateralis,direction – general anatomy
Nucleus parasympathicus sacralis,soft tissue structure – musculoskeletal system
Cornu lateralis medullae spinalis Columna grisea lateralis,organ – cardiovascular system
Nucleus intermediolateralis,direction – general anatomy
Nuclei motorii mediales nervorum spinalium,direction – general anatomy
Nuclei motorii laterales nervorum spinalium,direction – general anatomy
Nucleus nervi accessorii,soft tissue structure – musculoskeletal system
Nucleus nervi phrenici,organ – urinary system
Nucleus nervi pudendalis,soft tissue structure – musculoskeletal system
Substantia alba medullae spinalis,soft tissue structure – musculoskeletal system
Funiculus posterior,direction – general anatomy
Fasciculus proprius posterior,direction – general anatomy
Fasciculus gracilis,soft tissue structure – musculoskeletal system
Fasciculus cuneatus,soft tissue structure – musculoskeletal system
Fibrae spinograciles,soft tissue structure – musculoskeletal system
Fibrae spinocuneatae,soft tissue structure – musculoskeletal system
Funiculus lateralis,direction – general anatomy
Fasciculus proprius lateralis,direction – general anatomy
Tractus corticospinalis lateralis,organ – cardiovascular system
Tractus rubrospinalis,soft tissue structure – musculoskeletal system
Fibrae hypothalamospinales,soft tissue structure – musculoskeletal system
Tractus spinocerebellaris posterior,direction – general anatomy
Tractus spinocerebellaris anterior,direction – general anatomy
Tractus spinothalamici Fibrae spinothalamicae Spinothalamic tracts Spinothalamic tracts Spinothalamic fibers,soft tissue structure – musculoskeletal system
Tractus spinothalamicus anterior,direction – general anatomy
Tractus spinothalamicus lateralis,direction – general anatomy
Tractus spinotectalis,soft tissue structure – musculoskeletal system
Fibrae spinoperiaquaeductales Fibrae spinoperiaqueductales,soft tissue structure – musculoskeletal system
Tractus spinoolivaris Fibrae spinoolivares Spino-olivary tract Spinoolivary tract Spinoolivary fibers,soft tissue structure – musculoskeletal system
Funiculus anterior,direction – general anatomy
Fasciculus proprius anterior,direction – general anatomy
Tractus corticospinalis anterior,organ – cardiovascular system
Tractus vestibulospinalis lateralis,direction – general anatomy
Tractus vestibulospinalis anterior,direction – general anatomy
Tractus reticulospinalis anterolateralis,direction – general anatomy
Tractus reticulospinalis anterior,direction – general anatomy
Tractus reticulospinalis medialis Tractus pontoreticulospinalis,direction – general anatomy
Tractus tectospinalis,soft tissue structure – musculoskeletal system
Structurae centrales medullae spinalis,soft tissue structure – musculoskeletal system
Commissura grisea anterior,direction – general anatomy
Substantia gelatinosa centralis,soft tissue structure – musculoskeletal system
Commissura grisea posterior,direction – general anatomy
Commissura alba anterior,direction – general anatomy
Commissura alba posterior,direction – general anatomy
Canalis centralis,soft tissue structure – musculoskeletal system
Ventriculus terminalis,soft tissue structure – musculoskeletal system
SYSTEMA NERVOSUM PERIPHERICUM,soft tissue structure – musculoskeletal system
NERVI,soft tissue structure – musculoskeletal system
Nervus motorius,nerve – nervous system
Nervus sensorius,nerve – nervous system
Nervus cutaneus,nerve – nervous system
Nervus mixtus,nerve – nervous system
Ramus cutaneus nervi,soft tissue structure – musculoskeletal system
Ramus articularis nervi,soft tissue structure – musculoskeletal system
Ramus muscularis nervi,soft tissue structure – musculoskeletal system
Ramus autonomicus nervi,soft tissue structure – musculoskeletal system
Ramus communicans nervi,soft tissue structure – musculoskeletal system
Ramus ganglionicus nervi Ramus ganglionaris nervi,soft tissue structure – musculoskeletal system
Nervus autonomicus,nerve – nervous system
Nervus cranialis,nerve – nervous system
Nervus spinalis,nerve – nervous system
Truncus nervi spinalis,soft tissue structure – musculoskeletal system
Ramus anterior nervi spinalis Ramus ventralis nervi spinalis,direction – general anatomy
Ramus meningeus nervi spinalis Ramus recurrens nervi spinalis,organ – urinary system
Ramus communicans griseus nervi spinalis,soft tissue structure – musculoskeletal system
Ramus communicans albus nervi spinalis,soft tissue structure – musculoskeletal system
Ramus posterior nervi spinalis Ramus dorsalis nervi spinalis,direction – general anatomy
Ramus posterior medialis nervi spinalis Ramus dorsalis medialis nervi spinalis,direction – general anatomy
Ramus posterior lateralis nervi spinalis Ramus dorsalis lateralis nervi spinalis,direction – general anatomy
Nervus,nerve – nervous system
Epineurium,soft tissue structure – musculoskeletal system
Perineurium,soft tissue structure – musculoskeletal system
Fasiculus nervi,soft tissue structure – musculoskeletal system
Endoneurium,soft tissue structure – musculoskeletal system
Neurofibrae periphericae,soft tissue structure – musculoskeletal system
RADICES NERVORUM,soft tissue structure – musculoskeletal system
Radix nervi,soft tissue structure – musculoskeletal system
Radicula nervi,soft tissue structure – musculoskeletal system
Cauda equina,soft tissue structure – musculoskeletal system
GANGLIA,soft tissue structure – musculoskeletal system
Ganglion sensorium nervi cranialis,soft tissue structure – musculoskeletal system
Ganglion spinale Ganglion sensorium nervi spinalis,soft tissue structure – musculoskeletal system
Ganglia autonomica,soft tissue structure – musculoskeletal system
Ganglion sympathicum,soft tissue structure – musculoskeletal system
Ganglion parasympathicum,soft tissue structure – musculoskeletal system
Ganglion viscerale,soft tissue structure – musculoskeletal system
PLEXUS NERVOSI Plexus nervorum NERVE PLEXUSES NERVE PLEXUSES,nerve – nervous system
Plexus nervorum spinalium,soft tissue structure – musculoskeletal system
Plexus autonomici,soft tissue structure – musculoskeletal system
Plexus visceralis,soft tissue structure – musculoskeletal system
Plexus perivascularis,soft tissue structure – musculoskeletal system
Plexus periarterialis,artery – cardiovascular system
Nervi craniales,soft tissue structure – musculoskeletal system
Nervus terminalis,nerve – nervous system
Nervi terminales,soft tissue structure – musculoskeletal system
Ganglion terminale,soft tissue structure – musculoskeletal system
Filum olfactorium,soft tissue structure – musculoskeletal system
Vagina externa nervi optici,soft tissue structure – musculoskeletal system
Vagina interna nervi optici,soft tissue structure – musculoskeletal system
Ramus superior nervi oculomotorii,direction – general anatomy
Ramus inferior nervi oculomotorii,direction – general anatomy
Nervus trochlearis Nervus cranialis IV Trochlear nerve Trochlear nerve Cranial nerve IV,nerve – nervous system
Radix sensoria nervi trigemini,soft tissue structure – musculoskeletal system
Ganglion trigeminale Ganglion semilunare,soft tissue structure – musculoskeletal system
Radix motoria nervi trigemini,soft tissue structure – musculoskeletal system
Nervus lacrimalis,nerve – nervous system
Nervus frontalis,nerve – nervous system
Nervus supraorbitalis,nerve – nervous system
Ramus lateralis nervi supraorbitalis,direction – general anatomy
Ramus medialis nervi supraorbitalis,direction – general anatomy
Nervus supratrochlearis,nerve – nervous system
Nervus nasociliaris,nerve – nervous system
Nervi ciliares longi,soft tissue structure – musculoskeletal system
Nervus ethmoideus posterior,nerve – nervous system
Nervus ethmoideus anterior Nervus ethmoidalis anterior,nerve – nervous system
Rami nasales interni nervi ethmoidei anterioris Rami nasales interni nervi ethmoidalis anterioris,direction – general anatomy
